27285729000108,55,fabio@renovaeng.com.br,2627,ANT-ZBWIFI-KIT,166.314,142618,DF,BRASILIA
27285729000108,55,fabio@renovaeng.com.br,2628,SE-MTR-3Y-400V-A,648.054,142618,DF,BRASILIA
27285729000108,55,fabio@renovaeng.com.br,2641,16051/008,222.073,142618,DF,BRASILIA
27285729000108,55,fabio@renovaeng.com.br,2642,16050/008,222.112,142618,DF,BRASILIA
27285729000108,55,fabio@renovaeng.com.br,2758,DAHMO555,440.791,142618,DF,BRASILIA
27285729000108,55,fabio@renovaeng.com.br,2650,85/007,556.63,142618,DF,BRASILIA
27285729000108,55,fabio@renovaeng.com.br,2634,MC4/009,8.932,142618,DF,BRASILIA
27285729000108,55,fabio@renovaeng.com.br,2659,SECTSPL100A,170.979,142618,DF,BRASILIA
27285729000108,55,fabio@renovaeng.com.br,2658,EV-KIT-25M32-2,3403.554,142618,DF,BRASILIA
45582479000150,82,financeirosinop@123solar.com.br,2746,SG75CX-P2,19992.932,142590,MT,CLAUDIA
45582479000150,82,financeirosinop@123solar.com.br,2725,KITPCMIN55,251.479,142590,MT,CLAUDIA
45582479000150,82,financeirosinop@123solar.com.br,2618,14923/008,891.84,142590,MT,CLAUDIA
45582479000150,82,financeirosinop@123solar.com.br,2621,14964/008,441.978,142590,MT,CLAUDIA
45582479000150,82,financeirosinop@123solar.com.br,2620,14963/008,441.978,142590,MT,CLAUDIA
45582479000150,82,financeirosinop@123solar.com.br,2619,14924/008,891.843,142590,MT,CLAUDIA
45582479000150,82,financeirosinop@123solar.com.br,2758,DAHMO555,440.791,142590,MT,CLAUDIA
45582479000150,82,financeirosinop@123solar.com.br,2634,MC4/009,8.932,142590,MT,CLAUDIA
40309813000182,86,luminenergia@gmail.com,2607,TRILHO2P,150.036,142891,PR,ARAPONGAS
40309813000182,86,luminenergia@gmail.com,2708,Q-TERM-10,61.208,142891,PR,ARAPONGAS
40309813000182,86,luminenergia@gmail.com,2700,Q-12-10-240,79.326,142891,PR,ARAPONGAS
27285729000108,55,fabio@renovaeng.com.br,2719,S1200,442.881,142620,DF,BRASILIA
27285729000108,55,fabio@renovaeng.com.br,2632,SE33.3K,11731.817,142620,DF,BRASILIA
27285729000108,55,fabio@renovaeng.com.br,2758,DAHMO555,440.791,142620,DF,BRASILIA
27285729000108,55,fabio@renovaeng.com.br,2634,MC4/009,8.932,142620,DF,BRASILIA
31993404000157,75,htenergias@gmail.com,2708,Q-TERM-10,61.208,142674,SE,ARACAJU
31993404000157,75,htenergias@gmail.com,2700,Q-12-10-240,79.326,142674,SE,ARACAJU
31993404000157,75,htenergias@gmail.com,2723,CT-200-SPLIT,125.508,142674,SE,ARACAJU
31993404000157,75,htenergias@gmail.com,2721,ENV-IQ-AM3-3P,1218.132,142674,SE,ARACAJU
35350605000197,93,conceptaenergia@gmail.com,2716,HIMO6LR5-72HTH-580,529.246,142637,GO,ANAPOLIS
35350605000197,93,conceptaenergia@gmail.com,2708,Q-TERM-10,61.208,142637,GO,ANAPOLIS
35350605000197,93,conceptaenergia@gmail.com,2700,Q-12-10-240,79.326,142637,GO,ANAPOLIS
35350605000197,93,conceptaenergia@gmail.com,2720,ENV-S-AM1-230-60,1004.093,142637,GO,ANAPOLIS
35350605000197,93,conceptaenergia@gmail.com,2732,Q-DISC-10,11.775,142637,GO,ANAPOLIS
35350605000197,93,conceptaenergia@gmail.com,2724,160/019,2.219,142637,GO,ANAPOLIS
35350605000197,93,conceptaenergia@gmail.com,2687,IQ8P-72-2-BR,533.543,142637,GO,ANAPOLIS
31993404000157,75,htenergias@gmail.com,2732,Q-DISC-10,11.775,142674,SE,ARACAJU
31993404000157,75,htenergias@gmail.com,2699,IQ7AM-72-2-US,397.096,142674,SE,ARACAJU
31993404000157,75,htenergias@gmail.com,2683,TRILHOPC,139.116,142674,SE,ARACAJU
31993404000157,75,htenergias@gmail.com,2724,160/019,2.219,142674,SE,ARACAJU
31993404000157,75,htenergias@gmail.com,2691,KITPCTC,181.921,142674,SE,ARACAJU
31993404000157,75,htenergias@gmail.com,2758,DAHMO555,440.791,142674,SE,ARACAJU
20801787000106,110,arnaldo@sohlen.com.br,2624,SESUK2,0.047,142752,RS,PORTAO
20801787000106,110,arnaldo@sohlen.com.br,2665,SE75K2,28739.34,142752,RS,PORTAO
20801787000106,110,arnaldo@sohlen.com.br,2719,S1200,442.881,142752,RS,PORTAO
20801787000106,110,arnaldo@sohlen.com.br,2627,ANT-ZBWIFI-KIT,166.314,142752,RS,PORTAO
20801787000106,110,arnaldo@sohlen.com.br,2617,14971/008,1992.621,142752,RS,PORTAO
20801787000106,110,arnaldo@sohlen.com.br,2616,14970/008,1992.618,142752,RS,PORTAO
20801787000106,110,arnaldo@sohlen.com.br,2685,KIT2PMT35,84.32,142752,RS,PORTAO
20801787000106,110,arnaldo@sohlen.com.br,2686,KIT2PACEMT,145.742,142752,RS,PORTAO
20801787000106,110,arnaldo@sohlen.com.br,2678,2PM825,2.727,142752,RS,PORTAO
20801787000106,110,arnaldo@sohlen.com.br,2758,DAHMO555,440.791,142752,RS,PORTAO
20801787000106,110,arnaldo@sohlen.com.br,2634,MC4/009,8.932,142752,RS,PORTAO
20801787000106,110,arnaldo@sohlen.com.br,2718,739SMA,20.643,142752,RS,PORTAO
54316122000110,120,brossalmacedolucio723@gmail.com,2661,SE8250H,3948.281,142760,RS,CAMBARA DO SUL
54316122000110,120,brossalmacedolucio723@gmail.com,2671,P601,279.504,142760,RS,CAMBARA DO SUL
54316122000110,120,brossalmacedolucio723@gmail.com,2627,ANT-ZBWIFI-KIT,166.314,142760,RS,CAMBARA DO SUL
54316122000110,120,brossalmacedolucio723@gmail.com,2628,SE-MTR-3Y-400V-A,648.054,142760,RS,CAMBARA DO SUL
54316122000110,120,brossalmacedolucio723@gmail.com,2641,16051/008,222.073,142760,RS,CAMBARA DO SUL
54316122000110,120,brossalmacedolucio723@gmail.com,2642,16050/008,222.112,142760,RS,CAMBARA DO SUL
54316122000110,120,brossalmacedolucio723@gmail.com,2607,TRILHO2P,150.036,142760,RS,CAMBARA DO SUL
54316122000110,120,brossalmacedolucio723@gmail.com,2701,KIT2PTM35,194.645,142760,RS,CAMBARA DO SUL
54316122000110,120,brossalmacedolucio723@gmail.com,2678,2PM825,2.727,142760,RS,CAMBARA DO SUL
20801787000106,110,arnaldo@sohlen.com.br,2722,MOLR5-66HPH-505,474.69999989424963,143033,RS,PORTAO
20801787000106,110,arnaldo@sohlen.com.br,2671,P601,381.141900615,143033,RS,PORTAO
32593848000249,78,financeiro@br.krannich-solar.com,2708,Q-TERM-10,94.1664,142727,SC,ITAJAI
32593848000249,78,financeiro@br.krannich-solar.com,2732,Q-DISC-10,18.1156,142727,SC,ITAJAI
32593848000249,78,financeiro@br.krannich-solar.com,2700,Q-12-10-240,113.32257472,142727,SC,ITAJAI
32593848000249,78,financeiro@br.krannich-solar.com,2699,IQ7AM-72-2-US,465.560820829,142727,SC,ITAJAI
32593848000249,78,financeiro@br.krannich-solar.com,2720,ENV-S-AM1-230-60,1329.9248,142727,SC,ITAJAI
32593848000249,78,financeiro@br.krannich-solar.com,2721,ENV-IQ-AM3-3P,1613.4198,142727,SC,ITAJAI
32593848000249,78,financeiro@br.krannich-solar.com,2723,CT-200-SPLIT,203.25103556,142727,SC,ITAJAI
32593848000249,78,financeiro@br.krannich-solar.com,2726,CT-100-SPLIT,230.7492,142727,SC,ITAJAI
54316122000110,120,brossalmacedolucio723@gmail.com,2758,DAHMO555,440.791,142760,RS,CAMBARA DO SUL
54316122000110,120,brossalmacedolucio723@gmail.com,2614,97/007,770.074,142760,RS,CAMBARA DO SUL
54316122000110,120,brossalmacedolucio723@gmail.com,2634,MC4/009,8.932,142760,RS,CAMBARA DO SUL
28554323000146,97,rodrigo.f.coelho@gmail.com,2732,Q-DISC-10,11.775,142777,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2683,TRILHOPC,139.116,142777,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2724,160/019,2.219,142777,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2693,KITPCFM250,176.57,142777,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2726,CT-100-SPLIT,142.488,142777,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2687,IQ8P-72-2-BR,533.543,142777,DF,BRASILIA
35350605000197,93,conceptaenergia@gmail.com,2755,DAHMO585,491.55,142779,GO,LEOPOLDO DE BULHOES
35350605000197,93,conceptaenergia@gmail.com,2708,Q-TERM-10,61.208,142779,GO,LEOPOLDO DE BULHOES
35350605000197,93,conceptaenergia@gmail.com,2700,Q-12-10-240,79.326,142779,GO,LEOPOLDO DE BULHOES
35350605000197,93,conceptaenergia@gmail.com,2720,ENV-S-AM1-230-60,1004.093,142779,GO,LEOPOLDO DE BULHOES
35350605000197,93,conceptaenergia@gmail.com,2732,Q-DISC-10,11.775,142779,GO,LEOPOLDO DE BULHOES
35350605000197,93,conceptaenergia@gmail.com,2724,160/019,2.219,142779,GO,LEOPOLDO DE BULHOES
35350605000197,93,conceptaenergia@gmail.com,2687,IQ8P-72-2-BR,533.543,142779,GO,LEOPOLDO DE BULHOES
35946134000184,84,comercial@solusun.com.br,2755,DAHMO585,491.55,142743,SP,BAURU
35946134000184,84,comercial@solusun.com.br,2708,Q-TERM-10,61.208,142743,SP,BAURU
35946134000184,84,comercial@solusun.com.br,2700,Q-12-10-240,79.326,142743,SP,BAURU
35946134000184,84,comercial@solusun.com.br,2723,CT-200-SPLIT,125.508,142743,SP,BAURU
35946134000184,84,comercial@solusun.com.br,2721,ENV-IQ-AM3-3P,1218.132,142743,SP,BAURU
35946134000184,84,comercial@solusun.com.br,2732,Q-DISC-10,11.775,142743,SP,BAURU
35946134000184,84,comercial@solusun.com.br,2607,TRILHO2P,150.036,142743,SP,BAURU
35946134000184,84,comercial@solusun.com.br,2680,KIT2PTC35,279.598,142743,SP,BAURU
35946134000184,84,comercial@solusun.com.br,2678,2PM825,2.727,142743,SP,BAURU
35946134000184,84,comercial@solusun.com.br,2687,IQ8P-72-2-BR,533.543,142743,SP,BAURU
28554323000146,97,rodrigo.f.coelho@gmail.com,2755,DAHMO585,491.55,142777,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2708,Q-TERM-10,61.208,142777,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2700,Q-12-10-240,79.326,142777,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2720,ENV-S-AM1-230-60,1004.093,142777,DF,BRASILIA
21825525000136,63,compras@prismaenergiasolar.com.br,2683,TRILHOPC,186.8724,142956,SC,ITAJAI
28554323000146,97,rodrigo.f.coelho@gmail.com,2755,DAHMO585,491.55,142796,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2708,Q-TERM-10,61.208,142796,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2700,Q-12-10-240,79.326,142796,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2720,ENV-S-AM1-230-60,1004.093,142796,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2732,Q-DISC-10,11.775,142796,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2683,TRILHOPC,139.116,142796,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2724,160/019,2.219,142796,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2691,KITPCTC,181.921,142796,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2726,CT-100-SPLIT,142.488,142796,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2687,IQ8P-72-2-BR,533.543,142796,DF,BRASILIA
40309813000182,86,luminenergia@gmail.com,2723,CT-200-SPLIT,125.508,142891,PR,ARAPONGAS
40309813000182,86,luminenergia@gmail.com,2717,ENV-IQ-AM1-240,925.94,142891,PR,ARAPONGAS
40309813000182,86,luminenergia@gmail.com,2732,Q-DISC-10,11.775,142891,PR,ARAPONGAS
40309813000182,86,luminenergia@gmail.com,2699,IQ7AM-72-2-US,397.096,142891,PR,ARAPONGAS
40309813000182,86,luminenergia@gmail.com,2678,2PM825,2.727,142891,PR,ARAPONGAS
40309813000182,86,luminenergia@gmail.com,2680,KIT2PTC35,279.598,142891,PR,ARAPONGAS
40309813000182,86,luminenergia@gmail.com,2758,DAHMO555,440.791,142891,PR,ARAPONGAS
23519232000156,108,thomas@solare-energia.com.br,2716,HIMO6LR5-72HTH-580,529.246,143084,RS,SANTA ROSA
23519232000156,108,thomas@solare-energia.com.br,2671,P601,279.504,143084,RS,SANTA ROSA
23519232000156,108,thomas@solare-energia.com.br,2627,ANT-ZBWIFI-KIT,166.314,143084,RS,SANTA ROSA
23519232000156,108,thomas@solare-energia.com.br,2656,SE9200H,4635.196,143084,RS,SANTA ROSA
23519232000156,108,thomas@solare-energia.com.br,2614,97/007,770.074,143084,RS,SANTA ROSA
23519232000156,108,thomas@solare-energia.com.br,2634,MC4/009,8.932,143084,RS,SANTA ROSA
46448226000150,62,luiz.henrique@ebsenergy.com.br,2756,HIMO7BILR5-72HGD-570,520.542,142933,RN,NATAL
46448226000150,62,luiz.henrique@ebsenergy.com.br,2699,IQ7AM-72-2-US,397.096,142933,RN,NATAL
46448226000150,62,luiz.henrique@ebsenergy.com.br,2671,P601,279.504,142933,RN,NATAL
46448226000150,62,luiz.henrique@ebsenergy.com.br,2627,ANT-ZBWIFI-KIT,166.314,142933,RN,NATAL
46448226000150,62,luiz.henrique@ebsenergy.com.br,2656,SE9200H,4635.196,142933,RN,NATAL
46448226000150,62,luiz.henrique@ebsenergy.com.br,2758,DAHMO555,440.791,142933,RN,NATAL
46448226000150,62,luiz.henrique@ebsenergy.com.br,2614,97/007,770.074,142933,RN,NATAL
46448226000150,62,luiz.henrique@ebsenergy.com.br,2634,MC4/009,8.932,142933,RN,NATAL
35350605000197,93,conceptaenergia@gmail.com,2755,DAHMO585,491.55,142875,GO,ANAPOLIS
35350605000197,93,conceptaenergia@gmail.com,2708,Q-TERM-10,61.208,142875,GO,ANAPOLIS
35350605000197,93,conceptaenergia@gmail.com,2700,Q-12-10-240,79.326,142875,GO,ANAPOLIS
35350605000197,93,conceptaenergia@gmail.com,2720,ENV-S-AM1-230-60,1004.093,142875,GO,ANAPOLIS
35350605000197,93,conceptaenergia@gmail.com,2732,Q-DISC-10,11.775,142875,GO,ANAPOLIS
35350605000197,93,conceptaenergia@gmail.com,2724,160/019,2.219,142875,GO,ANAPOLIS
35350605000197,93,conceptaenergia@gmail.com,2726,CT-100-SPLIT,142.488,142875,GO,ANAPOLIS
35350605000197,93,conceptaenergia@gmail.com,2687,IQ8P-72-2-BR,533.543,142875,GO,ANAPOLIS
46243252000142,136,ovidio@gapsol.com.br,2721,ENV-IQ-AM3-3P,1613.4198,142907,SP,PORTO FELIZ
46243252000142,136,ovidio@gapsol.com.br,2723,CT-200-SPLIT,203.25103556,142907,SP,PORTO FELIZ
02149695000101,126,contato@unuenergia.com.br,2755,DAHMO585,491.55,142913,DF,BRASILIA
02149695000101,126,contato@unuenergia.com.br,2708,Q-TERM-10,61.208,142913,DF,BRASILIA
02149695000101,126,contato@unuenergia.com.br,2700,Q-12-10-240,79.326,142913,DF,BRASILIA
02149695000101,126,contato@unuenergia.com.br,2720,ENV-S-AM1-230-60,1004.093,142913,DF,BRASILIA
02149695000101,126,contato@unuenergia.com.br,2732,Q-DISC-10,11.775,142913,DF,BRASILIA
02149695000101,126,contato@unuenergia.com.br,2683,TRILHOPC,139.116,142913,DF,BRASILIA
02149695000101,126,contato@unuenergia.com.br,2724,160/019,2.219,142913,DF,BRASILIA
02149695000101,126,contato@unuenergia.com.br,2684,KITPCFMD250,160.519,142913,DF,BRASILIA
02149695000101,126,contato@unuenergia.com.br,2726,CT-100-SPLIT,142.488,142913,DF,BRASILIA
02149695000101,126,contato@unuenergia.com.br,2687,IQ8P-72-2-BR,533.543,142913,DF,BRASILIA
31413273000191,85,jnesistemasolar@gmail.com,2756,HIMO7BILR5-72HGD-570,520.542,142924,SP,BARUERI
31413273000191,85,jnesistemasolar@gmail.com,2708,Q-TERM-10,61.208,142924,SP,BARUERI
31413273000191,85,jnesistemasolar@gmail.com,2700,Q-12-10-240,79.326,142924,SP,BARUERI
31413273000191,85,jnesistemasolar@gmail.com,2723,CT-200-SPLIT,125.508,142924,SP,BARUERI
31413273000191,85,jnesistemasolar@gmail.com,2717,ENV-IQ-AM1-240,925.94,142924,SP,BARUERI
31413273000191,85,jnesistemasolar@gmail.com,2732,Q-DISC-10,11.775,142924,SP,BARUERI
31413273000191,85,jnesistemasolar@gmail.com,2699,IQ7AM-72-2-US,397.096,142924,SP,BARUERI
31413273000191,85,jnesistemasolar@gmail.com,2685,KIT2PMT35,84.32,142924,SP,BARUERI
31413273000191,85,jnesistemasolar@gmail.com,2686,KIT2PACEMT,145.742,142924,SP,BARUERI
31413273000191,85,jnesistemasolar@gmail.com,2678,2PM825,2.727,142924,SP,BARUERI
31413273000191,85,jnesistemasolar@gmail.com,2756,HIMO7BILR5-72HGD-570,520.542,142926,SP,SAO PAULO
31413273000191,85,jnesistemasolar@gmail.com,2708,Q-TERM-10,61.208,142926,SP,SAO PAULO
31413273000191,85,jnesistemasolar@gmail.com,2700,Q-12-10-240,79.326,142926,SP,SAO PAULO
31413273000191,85,jnesistemasolar@gmail.com,2732,Q-DISC-10,11.775,142926,SP,SAO PAULO
31413273000191,85,jnesistemasolar@gmail.com,2699,IQ7AM-72-2-US,397.096,142926,SP,SAO PAULO
31993404000157,75,htenergias@gmail.com,2708,Q-TERM-10,61.208,143026,SE,BARRA DOS COQUEIROS
31993404000157,75,htenergias@gmail.com,2700,Q-12-10-240,79.326,143026,SE,BARRA DOS COQUEIROS
31993404000157,75,htenergias@gmail.com,2723,CT-200-SPLIT,125.508,143026,SE,BARRA DOS COQUEIROS
31993404000157,75,htenergias@gmail.com,2721,ENV-IQ-AM3-3P,1218.132,143026,SE,BARRA DOS COQUEIROS
31993404000157,75,htenergias@gmail.com,2732,Q-DISC-10,11.775,143026,SE,BARRA DOS COQUEIROS
31993404000157,75,htenergias@gmail.com,2683,TRILHOPC,139.116,143026,SE,BARRA DOS COQUEIROS
31993404000157,75,htenergias@gmail.com,2724,160/019,2.219,143026,SE,BARRA DOS COQUEIROS
31993404000157,75,htenergias@gmail.com,2684,KITPCFMD250,160.519,143026,SE,BARRA DOS COQUEIROS
31993404000157,75,htenergias@gmail.com,2758,DAHMO555,440.791,143026,SE,BARRA DOS COQUEIROS
31993404000157,75,htenergias@gmail.com,2687,IQ8P-72-2-BR,533.543,143026,SE,BARRA DOS COQUEIROS
24957825000167,150,alga@algaenergiasolar.com.br,2756,HIMO7BILR5-72HGD-570,520.5423891089999,143013,RS,SAO LUIZ GONZAGA
10384567000162,163,contato@dynamisimportadora.com.br,2708,Q-TERM-10,94.1664,143097,SP,SAO PAULO
10384567000162,163,contato@dynamisimportadora.com.br,2732,Q-DISC-10,18.1156,143097,SP,SAO PAULO
27266445000174,149,pedro.dantas@gogreenpower.com.br,2607,TRILHO2P,150.036,143000,SP,BOITUVA
27266445000174,149,pedro.dantas@gogreenpower.com.br,2756,HIMO7BILR5-72HGD-570,520.542,143000,SP,BOITUVA
27266445000174,149,pedro.dantas@gogreenpower.com.br,2708,Q-TERM-10,61.208,143000,SP,BOITUVA
27266445000174,149,pedro.dantas@gogreenpower.com.br,2700,Q-12-10-240,79.326,143000,SP,BOITUVA
27266445000174,149,pedro.dantas@gogreenpower.com.br,2723,CT-200-SPLIT,125.508,143000,SP,BOITUVA
27266445000174,149,pedro.dantas@gogreenpower.com.br,2721,ENV-IQ-AM3-3P,1218.132,143000,SP,BOITUVA
27266445000174,149,pedro.dantas@gogreenpower.com.br,2732,Q-DISC-10,11.775,143000,SP,BOITUVA
27266445000174,149,pedro.dantas@gogreenpower.com.br,2678,2PM825,2.727,143000,SP,BOITUVA
27266445000174,149,pedro.dantas@gogreenpower.com.br,2681,KIT2PFMD35,208.278,143000,SP,BOITUVA
27266445000174,149,pedro.dantas@gogreenpower.com.br,2687,IQ8P-72-2-BR,533.543,143000,SP,BOITUVA
10384567000162,163,contato@dynamisimportadora.com.br,2700,Q-12-10-240,113.32257472,143097,SP,SAO PAULO
10384567000162,163,contato@dynamisimportadora.com.br,2687,IQ8P-72-2-BR,614.3828599999999,143097,SP,SAO PAULO
10384567000162,163,contato@dynamisimportadora.com.br,2721,ENV-IQ-AM3-3P,1613.4198,143097,SP,SAO PAULO
10384567000162,163,contato@dynamisimportadora.com.br,2723,CT-200-SPLIT,203.25103556,143097,SP,SAO PAULO
13583723000102,147,fabio@retrofit-ea.com.br,2775,WEB01_SE75K2,28739.34,143105,MT,CAMPO VERDE
13583723000102,147,fabio@retrofit-ea.com.br,2714,BILR5-72HBD-550-30,484.03,143105,MT,CAMPO VERDE
13583723000102,147,fabio@retrofit-ea.com.br,2624,SESUK2,0.047,143105,MT,CAMPO VERDE
13583723000102,147,fabio@retrofit-ea.com.br,2719,S1200,442.881,143105,MT,CAMPO VERDE
13583723000102,147,fabio@retrofit-ea.com.br,2671,P601,279.504,143105,MT,CAMPO VERDE
13583723000102,147,fabio@retrofit-ea.com.br,2627,ANT-ZBWIFI-KIT,166.314,143105,MT,CAMPO VERDE
13583723000102,147,fabio@retrofit-ea.com.br,2628,SE-MTR-3Y-400V-A,648.054,143105,MT,CAMPO VERDE
13583723000102,147,fabio@retrofit-ea.com.br,2634,MC4/009,8.932,143105,MT,CAMPO VERDE
13583723000102,147,fabio@retrofit-ea.com.br,2718,739SMA,20.643,143105,MT,CAMPO VERDE
13583723000102,147,fabio@retrofit-ea.com.br,2651,844/007,2466.425,143105,MT,CAMPO VERDE
28554323000146,97,rodrigo.f.coelho@gmail.com,2708,Q-TERM-10,70.625,143499,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2714,BILR5-72HBD-550-30,481.313,143499,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2700,Q-12-10-240,84.992,143499,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2720,ENV-S-AM1-230-60,1004.093,143499,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2732,Q-DISC-10,13.587,143499,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2699,IQ7AM-72-2-US,397.096,143499,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2683,TRILHOPC,139.116,143499,DF,BRASILIA
28554323000146,97,rodrigo.f.coelho@gmail.com,2724,160/019,2.219,143499,DF,BRASILIA
